PlaceID,Rating,Timestamp,Total Sentiment
ChIJ4zfghFWue0gRJ8GlyDWGfzI,5,2022-04-19T05:53:11Z,0.998952627
ChIJ4zfghFWue0gRJ8GlyDWGfzI,4,2022-06-29T07:43:08Z,0.999515772
ChIJ4zfghFWue0gRJ8GlyDWGfzI,5,2023-06-03T06:11:53Z,0.998224556
ChIJ_zvtnhSBcUgRvMM9jhuYwVs,5,2020-08-09T10:14:11Z,0.999858618
ChIJ_zvtnhSBcUgRvMM9jhuYwVs,5,2023-07-28T15:20:21Z,0.999868751
ChIJ_zvtnhSBcUgRvMM9jhuYwVs,5,2021-11-11T21:43:20Z,0.999884367
ChIJ23ayFakxeUgRGOJMyCVXKuo,4,2021-09-07T10:17:05Z,0.989068568
ChIJ23ayFakxeUgRGOJMyCVXKuo,5,2022-08-09T14:20:39Z,0.998719811
ChIJ23ayFakxeUgRGOJMyCVXKuo,4,2023-07-16T20:09:43Z,0.999843359
ChIJAcz0Ck7dekgRBn2EG_u3BEI,5,2023-04-10T09:33:11Z,0.999837041
ChIJAcz0Ck7dekgRBn2EG_u3BEI,5,2022-07-22T15:27:44Z,0.999695301
ChIJAcz0Ck7dekgRBn2EG_u3BEI,5,2022-08-09T12:34:37Z,0.999857426
ChIJ4XOfWQefekgRABI54HCk55I,5,2021-06-17T07:36:52Z,0.999824822
ChIJ4XOfWQefekgRABI54HCk55I,5,2023-06-13T05:25:00Z,0.99986136
ChIJ4XOfWQefekgRABI54HCk55I,5,2022-08-04T20:53:27Z,0.999857664
ChIJva9gkLXL3kcRNI9B3z6RB78,5,2023-07-21T16:51:46Z,0.999751151
ChIJva9gkLXL3kcRNI9B3z6RB78,5,2023-07-10T12:22:21Z,0.999822795
ChIJva9gkLXL3kcRNI9B3z6RB78,5,2024-03-25T16:30:25Z,0.999840736
ChIJdZwApjHOcEgRlwelgMV9ung,5,2021-06-13T12:34:36Z,0.999868393
ChIJdZwApjHOcEgRlwelgMV9ung,5,2022-08-14T04:43:48Z,0.999800503
ChIJdZwApjHOcEgRlwelgMV9ung,4,2023-07-03T19:36:54Z,0.999172866
ChIJB2u85MV0e0gRE8BkiYATzRo,5,2024-03-20T15:17:25Z,0.999883413
ChIJB2u85MV0e0gRE8BkiYATzRo,5,2023-11-24T12:16:11Z,0.999719918
ChIJB2u85MV0e0gRE8BkiYATzRo,5,2021-10-30T10:42:50Z,0.999721825
ChIJ05WEYJbze0gRJRgAvdmuWWA,5,2021-11-09T13:25:33Z,0.999847054
ChIJ05WEYJbze0gRJRgAvdmuWWA,5,2023-09-17T19:17:54Z,0.999250829
ChIJ05WEYJbze0gRJRgAvdmuWWA,5,2023-08-24T22:09:41Z,0.999841928
ChIJwTU56x3EdkgRZWg6_jCYkPs,5,2022-07-01T09:15:35Z,0.999872684
ChIJwTU56x3EdkgRZWg6_jCYkPs,5,2022-10-23T15:47:22Z,0.999835372
ChIJwTU56x3EdkgRZWg6_jCYkPs,5,2022-09-10T12:29:18Z,0.999637008
ChIJh1Hj6dUjj0gRqvDu84dWSl8,5,2020-08-22T10:26:58Z,0.999745667
ChIJh1Hj6dUjj0gRqvDu84dWSl8,5,2023-09-09T13:46:20Z,0.999873638
ChIJh1Hj6dUjj0gRqvDu84dWSl8,5,2022-06-11T23:01:12Z,0.999171376
ChIJ2wVTy_1De0gR7kMhkOjkw3o,5,2024-04-10T11:14:02Z,0.994542837
ChIJ2wVTy_1De0gR7kMhkOjkw3o,5,2020-10-05T13:29:31Z,0.999734461
ChIJ2wVTy_1De0gR7kMhkOjkw3o,5,2021-03-09T09:05:37Z,0.999767125
ChIJky_cC-jDeUgRc1yUfBJYFc0,5,2022-04-12T15:56:23Z,0.999760926
ChIJky_cC-jDeUgRc1yUfBJYFc0,3,2022-04-10T17:21:17Z,0.996362627
ChIJky_cC-jDeUgRc1yUfBJYFc0,5,2022-07-19T18:45:51Z,0.999693513
ChIJW2yo4qcxeUgR4EaSNKvQhuo,4,2021-10-14T19:31:12Z,0.999773681
ChIJW2yo4qcxeUgR4EaSNKvQhuo,5,2024-03-27T08:45:39Z,0.999813735
ChIJW2yo4qcxeUgR4EaSNKvQhuo,5,2021-11-16T14:18:22Z,0.998131216
ChIJAcVkt8cEdkgRMppkB6-eoGE,4,2023-06-01T03:23:42Z,0.999837995
ChIJAcVkt8cEdkgRMppkB6-eoGE,5,2020-08-08T17:13:24Z,0.999867797
ChIJAcVkt8cEdkgRMppkB6-eoGE,5,2024-04-08T13:31:57Z,0.999859571
ChIJWRQ7JoUCdkgRWTutHYUlZA8,4,2024-02-01T16:32:19Z,0.99982053
ChIJWRQ7JoUCdkgRWTutHYUlZA8,5,2022-09-21T03:02:43Z,0.999842167
ChIJWRQ7JoUCdkgRWTutHYUlZA8,5,2021-08-31T07:48:06Z,0.999875426
ChIJ93ywzh2bdkgR3I7KNpfJrAc,5,2023-08-14T16:59:01Z,0.998904467
ChIJ93ywzh2bdkgR3I7KNpfJrAc,5,2023-10-13T11:33:06Z,0.999868155
ChIJ93ywzh2bdkgR3I7KNpfJrAc,5,2023-07-23T08:51:03Z,0.999870539
ChIJ4cOs1w6te0gR8aI3PAPCLag,5,2024-03-31T15:12:47Z,0.999887466
ChIJ4cOs1w6te0gR8aI3PAPCLag,5,2022-08-15T20:37:24Z,0.999859095
ChIJ4cOs1w6te0gR8aI3PAPCLag,5,2023-11-24T17:38:40Z,0.999841332
ChIJ4TszkUG9cEgRf5A0n0Nvsv8,5,2023-10-28T18:33:28Z,0.999847412
ChIJ4TszkUG9cEgRf5A0n0Nvsv8,5,2023-06-01T17:44:24Z,0.999784887
ChIJ4TszkUG9cEgRf5A0n0Nvsv8,5,2023-07-26T11:47:38Z,0.999861717
ChIJBfEESiR0ekgRiB37lIra8w0,5,2022-01-11T17:55:38Z,0.999737322
ChIJBfEESiR0ekgRiB37lIra8w0,5,2024-04-14T09:17:13Z,0.999731839
ChIJBfEESiR0ekgRiB37lIra8w0,5,2022-08-30T20:21:48Z,0.999228001
ChIJe45rnYuze0gRDWcSc7clP8E,5,2023-09-08T13:38:13Z,0.9997949
ChIJGW25x7Kxe0gRbhBMXcT1lBU,5,2021-11-23T01:07:07Z,0.999345839
ChIJs-8pszi3e0gRGJw6c97WtBs,5,2021-11-18T22:43:55Z,0.999136508
ChIJU01JxZexe0gRUM-rvY8CIUw,5,2023-07-21T13:17:45Z,0.999867439
ChIJ-dkRuyC3e0gRkE6PUB38Aoo,5,2022-04-20T22:41:34Z,0.999784768
ChIJpYczGLWze0gRZWw5BPxZkBY,5,2024-05-01T13:04:25Z,0.999758661
ChIJvXqfnkW1e0gRt_GpWdn4R9k,5,2020-12-13T13:49:32Z,0.997482717
ChIJjbk3Fn-ze0gR-qsWrgiY1dg,5,2023-02-24T08:37:21Z,0.999708354
ChIJBXnsBtLJe0gRdqN1ZJIJCZU,5,2022-10-14T10:29:51Z,0.999872208
ChIJfZSI7b6xe0gRdFE_AUOTo8M,5,2020-10-28T23:42:53Z,0.999876857
ChIJ2QPrKM-ue0gRyb-XpQmzcXM,5,2021-07-07T05:23:11Z,0.999875784
ChIJ2QPrKM-ue0gRyb-XpQmzcXM,5,2023-11-25T00:54:20Z,0.999861598
ChIJHWVFnTACe0gRGHrhl6PBNeA,5,2022-12-21T17:44:55Z,0.999850512
ChIJJyX7EoGpe0gREai-gUUfIjg,5,2023-05-09T12:26:58Z,0.99966681
ChIJfZSI7b6xe0gRIS9efSUeypw,5,2023-06-29T13:20:48Z,0.999764621
ChIJY8hRdOWke0gRn9pz0S0iLcU,5,2021-07-24T11:35:28Z,0.999879837
ChIJ3_Zh8VIJe0gRCijpuIksUOA,5,2023-05-22T09:14:01Z,0.999809086
ChIJVSAkvXVceUgRZ5TQhJrxUP8,5,2021-05-10T10:56:33Z,0.99986124
ChIJ4fR2bRy5e0gRi5uij5WLl8s,5,2024-04-20T20:47:52Z,0.999873161
ChIJyxwjOkame0gRn2_ezIQOtRE,5,2024-03-18T08:30:42Z,0.999733031
ChIJyxwjOkame0gRn2_ezIQOtRE,5,2023-10-03T16:38:59Z,0.999850512
ChIJyxwjOkame0gRn2_ezIQOtRE,5,2024-02-29T12:33:29Z,0.998499751
ChIJXd-jSSm7e0gRVsPQjDMiW5U,5,2023-08-02T13:44:36Z,0.999758065
ChIJXd-jSSm7e0gRVsPQjDMiW5U,5,2023-07-07T13:04:55Z,0.993769825
ChIJsa5cvTWxe0gRB1RiAvJ7tXc,5,2022-05-17T16:28:39Z,0.999782741
ChIJsa5cvTWxe0gRB1RiAvJ7tXc,5,2022-05-18T17:13:37Z,0.951387465
ChIJsa5cvTWxe0gRB1RiAvJ7tXc,5,2022-05-31T18:38:04Z,0.990559995
ChIJ27hZwQ9oekgRhH_Zdbl82PM,5,2021-09-25T22:31:56Z,0.999862909
ChIJRetEIEmxe0gRaExbLDP9JNc,5,2024-03-03T20:27:12Z,0.999797404
ChIJRetEIEmxe0gRaExbLDP9JNc,5,2024-03-03T22:49:30Z,0.991831958
ChIJ02LAtD-ze0gRhnYMPrv_b6M,5,2022-07-28T15:39:23Z,0.999054134
ChIJBbl6eltNekgRCFImSfK9a5M,4,2021-08-23T11:24:51Z,0.998774707
ChIJBbl6eltNekgRCFImSfK9a5M,5,2021-05-10T12:15:08Z,0.999054611
ChIJBbl6eltNekgRCFImSfK9a5M,4,2022-09-30T15:26:09Z,0.999652743
ChIJ__8PEcGxe0gRYjFuJZN5LbI,1,2024-04-03T16:31:10Z,0.997534037
ChIJ__8PEcGxe0gRYjFuJZN5LbI,5,2023-06-09T16:17:39Z,0.974912822
ChIJ__8PEcGxe0gRYjFuJZN5LbI,5,2021-01-14T11:52:58Z,0.999084949
ChIJfYAF5kXqeUgRqcfICc508I8,5,2021-07-07T14:54:19Z,0.999834299
ChIJfYAF5kXqeUgRqcfICc508I8,1,2021-04-14T14:39:28Z,0.997838914
ChIJfYAF5kXqeUgRqcfICc508I8,5,2021-02-26T11:38:33Z,0.998491168
ChIJkxina1C2e0gRbSZblOxzF0o,5,2022-08-25T15:16:53Z,0.988818109
ChIJkxina1C2e0gRbSZblOxzF0o,5,2022-08-26T06:52:00Z,0.997270882
ChIJkxina1C2e0gRbSZblOxzF0o,5,2024-02-07T08:13:46Z,0.999832988
ChIJd6RMNiS7e0gR1BrFYWxXrxo,5,2021-03-11T11:15:50Z,0.999822438
ChIJd6RMNiS7e0gR1BrFYWxXrxo,5,2021-11-11T09:53:13Z,0.999828815
ChIJQ4jqG0mxe0gRs0gTfkuoY3g,5,2020-11-05T18:26:15Z,0.999883175
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,2023-07-28T12:56:05Z,0.99866569
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,2023-02-01T12:52:46Z,0.997651517
ChIJLwrxm1yxcEgRiB8PEHVn-X8,5,2023-07-28T15:44:44Z,0.99961853
ChIJKV2NIv6me0gRwG0ofPSezdM,5,2022-03-11T10:22:31Z,0.988258481
ChIJY9wj7UW2e0gR2VAOSg08X1k,5,2022-02-19T18:38:24Z,0.999803483
ChIJ9-rTLpKxe0gRgMGd9bBm3ZY,5,2021-05-01T23:17:41Z,0.999410152
ChIJRap-V2Wye0gRF6_K2TYo6Fk,5,2023-04-07T08:40:46Z,0.999864578
ChIJ_w-3ngqze0gRiTGdMbWYg8E,4,2023-02-20T22:24:50Z,0.976279557
ChIJ3zYfGPOxe0gR7dPz1g20UPk,5,2023-11-26T19:50:26Z,0.97018832
ChIJV53LFU3he0gRdQkHlQDYb6Q,2,2023-02-06T07:54:41Z,0.998434365
ChIJ41t3KSSye0gRxJuuazg-pag,5,2021-08-29T20:47:31Z,0.999884486
ChIJ41t3KSSye0gRxJuuazg-pag,5,2022-01-08T23:19:41Z,0.998157561
ChIJ41t3KSSye0gRxJuuazg-pag,5,2021-07-30T19:47:37Z,0.999782383
ChIJfc49MAGye0gReZiu93A05vQ,4,2021-06-09T03:57:26Z,0.998825133
ChIJfc49MAGye0gReZiu93A05vQ,5,2024-04-03T22:52:21Z,0.999520302
ChIJh-ddjpyxe0gRrNy89Vsta0s,5,2022-03-16T07:59:12Z,0.999822438
ChIJh-ddjpyxe0gRrNy89Vsta0s,5,2023-01-27T07:55:48Z,0.997214019
ChIJL5SSdti5e0gR7gYyaN-nId4,5,2022-07-24T07:30:12Z,0.999338567
ChIJvdTebkKxe0gRL__VoFFcSjo,5,2022-05-21T21:28:07Z,0.995641828
ChIJvdTebkKxe0gRL__VoFFcSjo,5,2022-05-22T08:30:51Z,0.999713361
ChIJvdTebkKxe0gRL__VoFFcSjo,5,2022-05-26T11:13:04Z,0.999800384
ChIJbVAv_AWue0gRqupHubblC1U,5,2023-05-23T02:34:49Z,0.999198616
ChIJZdCEnuy3e0gRhuS7Kh7C2Ag,5,2024-04-15T22:44:27Z,0.999329329
ChIJZdCEnuy3e0gRhuS7Kh7C2Ag,5,2023-07-09T09:53:14Z,0.598276913
ChIJZdCEnuy3e0gRhuS7Kh7C2Ag,4,2024-04-06T23:30:41Z,0.701551676
ChIJ_wiMrMSze0gRU9A9u6akiZ0,5,2023-02-03T15:00:48Z,0.999165535
ChIJG1xw3sKxe0gRbbRKFrlIS7c,5,2023-01-18T18:43:58Z,0.999881268
ChIJG1xw3sKxe0gRbbRKFrlIS7c,5,2024-05-15T07:41:43Z,0.999616146
ChIJG1xw3sKxe0gRbbRKFrlIS7c,5,2022-05-22T13:21:27Z,0.999164462
ChIJ_5j3dYGxe0gRDBJ1aRJRT08,5,2022-10-15T12:59:14Z,0.998303771
ChIJ_5j3dYGxe0gRDBJ1aRJRT08,5,2023-10-25T14:58:13Z,0.999833226
ChIJyRU5urixe0gRNHEcesA38g4,5,2023-09-23T13:02:51Z,0.999672651
ChIJyRU5urixe0gRNHEcesA38g4,5,2022-11-24T17:26:43Z,0.998826683
ChIJScuu5uWze0gRUop9wU16UdI,5,2020-07-19T11:25:41Z,0.999790013
ChIJScuu5uWze0gRUop9wU16UdI,5,2024-01-07T23:06:22Z,0.999757707
ChIJScuu5uWze0gRUop9wU16UdI,5,2022-07-02T00:30:32Z,0.999777019
ChIJuUjCYcu2e0gRT4Df1fzRJxk,5,2021-12-19T15:07:08Z,0.999661922
ChIJuUjCYcu2e0gRT4Df1fzRJxk,4,2022-06-19T21:30:38Z,0.966265738
ChIJuUjCYcu2e0gRT4Df1fzRJxk,5,2024-01-03T13:56:12Z,0.999520779
ChIJqaP1Adywe0gR6--RgjUJ-tk,5,2021-06-13T07:14:22Z,0.994630337
ChIJqaP1Adywe0gR6--RgjUJ-tk,5,2020-10-11T16:11:22Z,0.999451935
ChIJqaP1Adywe0gR6--RgjUJ-tk,5,2022-12-14T12:59:48Z,0.999569595
ChIJiZsCySK2e0gROdy658KTtBk,5,2022-06-22T20:52:42Z,0.999377072
ChIJiZsCySK2e0gROdy658KTtBk,4,2022-09-09T17:58:29Z,0.994654179
ChIJiZsCySK2e0gROdy658KTtBk,5,2021-05-03T05:33:58Z,0.999600232
ChIJd-4_YWG3e0gRR6AROt2AW6Y,5,2022-02-19T16:25:20Z,0.999831438
ChIJd-4_YWG3e0gRR6AROt2AW6Y,5,2020-12-30T14:43:47Z,0.71355921
ChIJd-4_YWG3e0gRR6AROt2AW6Y,5,2023-06-14T09:54:42Z,0.847058654
ChIJo2eoTDOse0gRWKoVmw968lM,5,2022-03-01T14:21:37Z,0.925497532
ChIJo2eoTDOse0gRWKoVmw968lM,5,2022-08-25T16:52:49Z,0.999450386
ChIJo2eoTDOse0gRWKoVmw968lM,5,2022-01-01T20:57:44Z,0.995548844
ChIJG7qFJUeze0gR8dwuJPYccUg,5,2024-03-08T16:50:00Z,0.999347985
ChIJG7qFJUeze0gR8dwuJPYccUg,5,2022-06-26T14:20:35Z,0.997725308
ChIJG7qFJUeze0gR8dwuJPYccUg,5,2022-03-22T16:24:56Z,0.999845386
ChIJn5-5RkS0e0gRrptLpen2Moc,5,2022-10-08T11:53:38Z,0.995758116
ChIJn5-5RkS0e0gRrptLpen2Moc,5,2022-05-02T10:17:12Z,0.99853754
ChIJn5-5RkS0e0gRrptLpen2Moc,5,2022-03-22T07:52:54Z,0.999777138
ChIJM4f6gxW1e0gRGFV8xsn4_MA,5,2023-02-25T20:25:49Z,0.999243498
ChIJM4f6gxW1e0gRGFV8xsn4_MA,5,2021-05-30T07:51:56Z,0.998890221
ChIJM4f6gxW1e0gRGFV8xsn4_MA,5,2022-06-11T22:54:49Z,0.999266565
ChIJU1ARypuye0gRyl26k9ra83w,5,2022-11-19T11:50:10Z,0.991628051
ChIJU1ARypuye0gRyl26k9ra83w,5,2022-07-06T10:31:06Z,0.982145429
ChIJU1ARypuye0gRyl26k9ra83w,5,2022-08-20T17:43:07Z,0.999814332
ChIJrWt-aTSue0gRV2eGwCLDU7k,5,2022-05-03T14:35:07Z,0.995931566
ChIJrWt-aTSue0gRV2eGwCLDU7k,5,2021-05-13T21:58:25Z,0.999174058
ChIJrWt-aTSue0gRV2eGwCLDU7k,5,2023-02-09T10:41:24Z,0.999855399
ChIJ37Juj3ire0gR7Pg4KJiZMys,5,2021-04-18T08:47:06Z,0.999492168
ChIJ37Juj3ire0gR7Pg4KJiZMys,5,2022-10-27T21:35:57Z,0.962922692
ChIJ37Juj3ire0gR7Pg4KJiZMys,5,2021-12-30T20:24:41Z,0.991908371
ChIJNeGIC6Kve0gR5mrjeO0dyeI,5,2024-05-06T16:59:04Z,0.999790013
ChIJNeGIC6Kve0gR5mrjeO0dyeI,5,2022-06-15T18:03:00Z,0.999719918
ChIJNeGIC6Kve0gR5mrjeO0dyeI,5,2022-04-16T09:42:44Z,0.997688532
ChIJ0bLuuVuwe0gRy59yit0f5FM,5,2022-09-02T09:08:38Z,0.999835014
ChIJ0bLuuVuwe0gRy59yit0f5FM,5,2020-09-29T12:23:08Z,0.999093294
ChIJ0bLuuVuwe0gRy59yit0f5FM,5,2022-07-10T21:19:10Z,0.999682903
ChIJY1BRFKSle0gRzAcOGRTWdqQ,5,2022-05-03T14:12:15Z,0.90699178
ChIJY1BRFKSle0gRzAcOGRTWdqQ,5,2020-08-10T13:19:00Z,0.989982188
ChIJY1BRFKSle0gRzAcOGRTWdqQ,5,2022-06-25T12:23:39Z,0.994596839
ChIJv2GvZ0Kze0gRKkhiNU4jHIw,4,2021-02-01T17:29:04Z,0.991542459
ChIJv2GvZ0Kze0gRKkhiNU4jHIw,5,2020-10-13T13:59:04Z,0.785022974
ChIJv2GvZ0Kze0gRKkhiNU4jHIw,5,2023-04-06T17:23:50Z,0.999544561
ChIJYW1vGtj4ekgRfBRUE6a_Kck,5,2022-01-17T13:06:57Z,0.999565542
ChIJYW1vGtj4ekgRfBRUE6a_Kck,5,2020-12-15T07:29:46Z,0.949301362
ChIJYW1vGtj4ekgRfBRUE6a_Kck,3,2021-08-14T07:53:11Z,0.783812702
ChIJH_OpVdDLe0gRybpsjNA7yOU,5,2022-10-16T19:10:37Z,0.972398996
ChIJH_OpVdDLe0gRybpsjNA7yOU,5,2021-02-23T10:25:23Z,0.787524879
ChIJH_OpVdDLe0gRybpsjNA7yOU,5,2020-08-29T00:30:17Z,0.997436881
ChIJRUFXWE0Pe0gRU5QSxV1qRqc,4,2022-10-04T11:08:13Z,0.989481211
ChIJRUFXWE0Pe0gRU5QSxV1qRqc,5,2023-05-18T07:05:30Z,0.999112427
ChIJRUFXWE0Pe0gRU5QSxV1qRqc,5,2020-12-01T11:32:31Z,0.997489095
ChIJO2oS9sKxe0gRlJi3_xgmRb0,5,2024-01-24T14:21:37Z,0.999835968
ChIJqehhDeuxe0gRAUxL96vzLnQ,5,2023-06-18T09:06:43Z,0.999622941
ChIJqehhDeuxe0gRAUxL96vzLnQ,5,2022-06-09T14:53:01Z,0.999490023
ChIJqehhDeuxe0gRAUxL96vzLnQ,5,2022-05-05T08:13:10Z,0.999795616
ChIJ73ryF8Sxe0gRDCOiDH6lFeU,5,2024-05-14T19:35:53Z,0.999785244
ChIJ73ryF8Sxe0gRDCOiDH6lFeU,5,2024-05-16T21:43:24Z,0.999719203
ChIJ73ryF8Sxe0gRDCOiDH6lFeU,5,2024-05-09T11:52:20Z,0.999490619
ChIJn43aCL-xe0gR6Kx9FNi_hFU,5,2024-02-05T21:07:37Z,0.999847651
ChIJn43aCL-xe0gR6Kx9FNi_hFU,5,2024-02-19T11:27:00Z,0.999834299
ChIJ6eP9yNixe0gR5QK23VFLf2g,5,2024-03-16T22:29:04Z,0.999863863
ChIJ6eP9yNixe0gR5QK23VFLf2g,5,2024-04-20T22:01:32Z,0.999779165
ChIJ6eP9yNixe0gR5QK23VFLf2g,5,2023-11-11T16:39:56Z,0.999503374
ChIJ8Y8rDeqxe0gRwcQuv7Hf0AA,4,2023-12-10T22:03:06Z,0.998752117
ChIJ8Y8rDeqxe0gRwcQuv7Hf0AA,5,2024-03-16T12:45:00Z,0.999828935
ChIJ7yMc7saxe0gRZaSDv60td_Q,5,2022-05-02T12:42:09Z,0.999458611
ChIJK7QtdVu2e0gRpSHBlt3POos,5,2021-11-11T22:17:44Z,0.999868393
ChIJ60SUrcOue0gRYrYWIaU4pWo,4,2023-02-08T23:57:04Z,0.998563707
ChIJ60SUrcOue0gRYrYWIaU4pWo,5,2024-01-19T19:51:54Z,0.999389648
ChIJC7luE76xe0gRD0_OCu9ShRA,5,2021-08-17T08:47:27Z,0.99986887
ChIJuSpnDMOxe0gRRBO-aNN3TVc,5,2024-04-24T12:02:54Z,0.999785841
ChIJuSpnDMOxe0gRRBO-aNN3TVc,5,2022-08-15T13:12:23Z,0.999793947
ChIJuSpnDMOxe0gRRBO-aNN3TVc,5,2023-01-03T17:50:27Z,0.999786556
ChIJHabN2Oexe0gR4U1hQ6VN3Ao,5,2021-11-11T14:56:03Z,0.999881625
ChIJHabN2Oexe0gR4U1hQ6VN3Ao,5,2023-01-03T16:28:25Z,0.999737084
ChIJHabN2Oexe0gR4U1hQ6VN3Ao,5,2023-08-26T21:25:29Z,0.999163389
ChIJicJOJuqxe0gRgw6ZlALzDL8,4,2022-07-03T17:04:06Z,0.99956423
ChIJicJOJuqxe0gRgw6ZlALzDL8,5,2023-08-21T20:07:29Z,0.927454591
ChIJT3Tz5caxe0gRoSZqTZhVdWs,5,2024-05-19T23:10:24Z,0.999733031
ChIJT3Tz5caxe0gRoSZqTZhVdWs,5,2020-08-22T10:44:03Z,0.999660373
ChIJT3Tz5caxe0gRoSZqTZhVdWs,5,2023-01-17T13:47:00Z,0.999869108
ChIJP8CAX7ixe0gRf_nYSsWAztM,5,2022-09-17T15:58:35Z,0.999579728
ChIJP8CAX7ixe0gRf_nYSsWAztM,5,2023-10-11T17:55:18Z,0.999861121
ChIJP8CAX7ixe0gRf_nYSsWAztM,5,2022-05-16T17:58:41Z,0.998726785
ChIJD94HHPele0gR6gNwG0WJ5G4,5,2023-03-26T17:59:55Z,0.999814689
ChIJ6V_QDve2e0gR_4_6imCkaJY,5,2023-01-14T09:00:38Z,0.999835253
ChIJ6V_QDve2e0gR_4_6imCkaJY,5,2020-10-02T16:51:41Z,0.999567211
ChIJ6V_QDve2e0gR_4_6imCkaJY,5,2021-09-11T16:48:04Z,0.999832988
ChIJkXC1KYG3e0gRrcKkqwsqjdg,5,2022-11-06T13:14:54Z,0.999863029
ChIJkXC1KYG3e0gRrcKkqwsqjdg,5,2024-04-06T21:51:14Z,0.999866247
ChIJkXC1KYG3e0gRrcKkqwsqjdg,5,2021-07-18T13:24:15Z,0.999882221
ChIJW86ZOl6ye0gR1NCTHzillls,5,2023-02-22T22:20:23Z,0.999814928
ChIJW86ZOl6ye0gR1NCTHzillls,5,2024-04-24T20:32:36Z,0.999375165
ChIJU7fnFOiye0gRU_8EcZ8VJPY,5,2023-04-29T01:21:59Z,0.999871612
ChIJU7fnFOiye0gRU_8EcZ8VJPY,5,2022-05-13T21:00:37Z,0.999619365
ChIJQ4jqG0mxe0gRs0gTfkuoY3g,5,2020-11-05T18:26:15Z,0.999883175
ChIJLTYmx9dze0gRphioJafPA0U,5,2023-08-09T19:46:39Z,0.998937547
ChIJLTYmx9dze0gRphioJafPA0U,5,2023-02-22T17:08:35Z,0.850975215
ChIJLTYmx9dze0gRphioJafPA0U,5,2023-06-14T11:31:14Z,0.999790967
ChIJX-MHEFsNe0gRXCoC5d1Mo2o,5,2023-07-21T11:48:42Z,0.999625802
ChIJX-MHEFsNe0gRXCoC5d1Mo2o,5,2023-07-14T12:42:57Z,0.999610126
ChIJX-MHEFsNe0gRXCoC5d1Mo2o,5,2023-12-13T13:28:30Z,0.99875927
ChIJoygihrpdeUgRSugGzIQviO4,4,2023-07-14T23:36:51Z,0.992863894
ChIJoygihrpdeUgRSugGzIQviO4,5,2023-09-08T07:25:02Z,0.999845743
ChIJoygihrpdeUgRSugGzIQviO4,5,2023-10-24T15:13:36Z,0.995491922
ChIJr_QsIh3gekgRtx9bWwvDFqU,5,2023-06-05T21:35:23Z,0.999743879
ChIJXSydBmGRcUgRXchpU2DWdbM,5,2023-03-29T10:38:01Z,0.999780715
ChIJXSydBmGRcUgRXchpU2DWdbM,5,2023-03-29T10:48:01Z,0.993523717
ChIJXSydBmGRcUgRXchpU2DWdbM,5,2023-03-29T10:29:05Z,0.999867439
